amfi_code,sharpe_ratio
100016,-0.20151706755966936
100025,-0.5670947928476846
100033,1.093698743534631
101206,1.0272133278753695
101207,0.16266076928646772
101208,-0.8155673679088263
102885,0.8170993373494367
102886,-0.20583160785470309
102887,0.6195175900829828
118632,1.0816591793457042
118633,0.6452074382933215
118634,0.44843400890899127
118635,0.664856998549062
118636,-0.3566295075143678
119092,0.03078485095458594
119093,0.12961449795669328
119094,0.9982309868636413
119095,-0.0759735711747892
119120,-0.22657538662791576
119551,1.2082665673727175
119552,0.9532794968660104
119598,0.9453082575156095
119599,-0.05718662582817995
120503,0.7979728586052847
120504,1.0265242847993001
120505,1.1801011976606492
120506,0.6488787755249534
120507,0.4957233929533123
120841,0.4942725378672349
120842,0.07599984804658921
120843,1.3067439695428409
120844,-0.08874729621557288
125497,0.7757902498211205
125498,0.3006119210425478
148567,1.4482911703262598
148568,0.9262873467360146
148569,1.2349300257743294
149322,0.4640374492204776
149323,1.1321218524747243
149324,0.9497958246616031
